[2024-03-11 21:05:42,608][train][INFO] - epoch: 0 || adv_avg_loss: 0.6587 |cl_avg_loss: 45.4953 | tot_avg_loss: 5.2082 |
[2024-03-11 21:05:48,559][train][INFO] - ---------valid result! ----------
[2024-03-11 21:05:48,560][train][INFO] - HIT@5: 0.0022|  NDCG@5: 0.0014| HIT@10: 0.0035|  NDCG@10: 0.0018| HIT@20: 0.0056|  NDCG@20: 0.0023
[2024-03-11 21:05:48,566][train][INFO] - saving model after new best score: 0.0023
[2024-03-11 21:05:53,119][train][INFO] - epoch: 1 || adv_avg_loss: 0.5928 |cl_avg_loss: 21.7813 | tot_avg_loss: 2.7709 |
[2024-03-11 21:05:59,372][train][INFO] - ---------valid result! ----------
[2024-03-11 21:05:59,373][train][INFO] - HIT@5: 0.0015|  NDCG@5: 0.0009| HIT@10: 0.0038|  NDCG@10: 0.0016| HIT@20: 0.0101|  NDCG@20: 0.0032
[2024-03-11 21:05:59,382][train][INFO] - saving model after new best score: 0.0032
[2024-03-11 21:06:03,870][train][INFO] - epoch: 2 || adv_avg_loss: 0.5629 |cl_avg_loss: 15.0620 | tot_avg_loss: 2.0691 |
[2024-03-11 21:06:09,967][train][INFO] - ---------valid result! ----------
[2024-03-11 21:06:09,967][train][INFO] - HIT@5: 0.0015|  NDCG@5: 0.0008| HIT@10: 0.0040|  NDCG@10: 0.0016| HIT@20: 0.0111|  NDCG@20: 0.0034
[2024-03-11 21:06:09,974][train][INFO] - saving model after new best score: 0.0034
[2024-03-11 21:06:14,400][train][INFO] - epoch: 3 || adv_avg_loss: 0.5441 |cl_avg_loss: 11.1039 | tot_avg_loss: 1.6544 |
[2024-03-11 21:06:20,358][train][INFO] - ---------valid result! ----------
[2024-03-11 21:06:20,358][train][INFO] - HIT@5: 0.0021|  NDCG@5: 0.0011| HIT@10: 0.0053|  NDCG@10: 0.0022| HIT@20: 0.0135|  NDCG@20: 0.0042
[2024-03-11 21:06:20,366][train][INFO] - saving model after new best score: 0.0042
[2024-03-11 21:06:24,904][train][INFO] - epoch: 4 || adv_avg_loss: 0.5296 |cl_avg_loss: 8.9863 | tot_avg_loss: 1.4283 |
[2024-03-11 21:06:30,920][train][INFO] - ---------valid result! ----------
[2024-03-11 21:06:30,920][train][INFO] - HIT@5: 0.0036|  NDCG@5: 0.0020| HIT@10: 0.0082|  NDCG@10: 0.0035| HIT@20: 0.0183|  NDCG@20: 0.0060
[2024-03-11 21:06:30,927][train][INFO] - saving model after new best score: 0.0060
[2024-03-11 21:06:35,518][train][INFO] - epoch: 5 || adv_avg_loss: 0.5197 |cl_avg_loss: 7.8157 | tot_avg_loss: 1.3013 |
[2024-03-11 21:06:40,877][train][INFO] - ---------valid result! ----------
[2024-03-11 21:06:40,877][train][INFO] - HIT@5: 0.0033|  NDCG@5: 0.0018| HIT@10: 0.0081|  NDCG@10: 0.0034| HIT@20: 0.0200|  NDCG@20: 0.0063
[2024-03-11 21:06:40,883][train][INFO] - saving model after new best score: 0.0063
[2024-03-11 21:06:45,485][train][INFO] - epoch: 6 || adv_avg_loss: 0.5110 |cl_avg_loss: 7.1998 | tot_avg_loss: 1.2310 |
[2024-03-11 21:06:51,710][train][INFO] - ---------valid result! ----------
[2024-03-11 21:06:51,710][train][INFO] - HIT@5: 0.0034|  NDCG@5: 0.0018| HIT@10: 0.0086|  NDCG@10: 0.0034| HIT@20: 0.0205|  NDCG@20: 0.0064
[2024-03-11 21:06:51,720][train][INFO] - saving model after new best score: 0.0064
[2024-03-11 21:06:56,347][train][INFO] - epoch: 7 || adv_avg_loss: 0.5046 |cl_avg_loss: 6.7705 | tot_avg_loss: 1.1817 |
[2024-03-11 21:07:02,261][train][INFO] - ---------valid result! ----------
[2024-03-11 21:07:02,261][train][INFO] - HIT@5: 0.0041|  NDCG@5: 0.0022| HIT@10: 0.0096|  NDCG@10: 0.0039| HIT@20: 0.0216|  NDCG@20: 0.0069
[2024-03-11 21:07:02,269][train][INFO] - saving model after new best score: 0.0069
[2024-03-11 21:07:06,820][train][INFO] - epoch: 8 || adv_avg_loss: 0.4988 |cl_avg_loss: 6.4080 | tot_avg_loss: 1.1396 |
[2024-03-11 21:07:12,774][train][INFO] - ---------valid result! ----------
[2024-03-11 21:07:12,774][train][INFO] - HIT@5: 0.0051|  NDCG@5: 0.0030| HIT@10: 0.0106|  NDCG@10: 0.0048| HIT@20: 0.0219|  NDCG@20: 0.0076
[2024-03-11 21:07:12,780][train][INFO] - saving model after new best score: 0.0076
[2024-03-11 21:07:17,342][train][INFO] - epoch: 9 || adv_avg_loss: 0.4946 |cl_avg_loss: 6.0920 | tot_avg_loss: 1.1038 |
[2024-03-11 21:07:23,375][train][INFO] - ---------valid result! ----------
[2024-03-11 21:07:23,375][train][INFO] - HIT@5: 0.0053|  NDCG@5: 0.0031| HIT@10: 0.0102|  NDCG@10: 0.0047| HIT@20: 0.0226|  NDCG@20: 0.0078
[2024-03-11 21:07:23,382][train][INFO] - saving model after new best score: 0.0078
[2024-03-11 21:07:28,108][train][INFO] - epoch: 10 || adv_avg_loss: 0.4902 |cl_avg_loss: 5.8704 | tot_avg_loss: 1.0773 |
[2024-03-11 21:07:33,153][train][INFO] - ---------valid result! ----------
[2024-03-11 21:07:33,154][train][INFO] - HIT@5: 0.0056|  NDCG@5: 0.0034| HIT@10: 0.0112|  NDCG@10: 0.0051| HIT@20: 0.0236|  NDCG@20: 0.0082
[2024-03-11 21:07:33,160][train][INFO] - saving model after new best score: 0.0082
[2024-03-11 21:07:37,715][train][INFO] - epoch: 11 || adv_avg_loss: 0.4862 |cl_avg_loss: 5.6489 | tot_avg_loss: 1.0511 |
[2024-03-11 21:07:43,728][train][INFO] - ---------valid result! ----------
[2024-03-11 21:07:43,728][train][INFO] - HIT@5: 0.0052|  NDCG@5: 0.0031| HIT@10: 0.0122|  NDCG@10: 0.0054| HIT@20: 0.0233|  NDCG@20: 0.0081
[2024-03-11 21:07:43,728][train][INFO] - current early stop cnter: 1
[2024-03-11 21:07:48,429][train][INFO] - epoch: 12 || adv_avg_loss: 0.4843 |cl_avg_loss: 5.4853 | tot_avg_loss: 1.0328 |
[2024-03-11 21:07:53,528][train][INFO] - ---------valid result! ----------
[2024-03-11 21:07:53,528][train][INFO] - HIT@5: 0.0047|  NDCG@5: 0.0026| HIT@10: 0.0103|  NDCG@10: 0.0043| HIT@20: 0.0229|  NDCG@20: 0.0075
[2024-03-11 21:07:53,528][train][INFO] - current early stop cnter: 2
[2024-03-11 21:07:58,050][train][INFO] - epoch: 13 || adv_avg_loss: 0.4811 |cl_avg_loss: 5.3430 | tot_avg_loss: 1.0154 |
[2024-03-11 21:08:04,002][train][INFO] - ---------valid result! ----------
[2024-03-11 21:08:04,002][train][INFO] - HIT@5: 0.0052|  NDCG@5: 0.0030| HIT@10: 0.0109|  NDCG@10: 0.0047| HIT@20: 0.0241|  NDCG@20: 0.0080
[2024-03-11 21:08:04,004][train][INFO] - current early stop cnter: 3
[2024-03-11 21:08:08,594][train][INFO] - epoch: 14 || adv_avg_loss: 0.4786 |cl_avg_loss: 5.1980 | tot_avg_loss: 0.9984 |
[2024-03-11 21:08:13,701][train][INFO] - ---------valid result! ----------
[2024-03-11 21:08:13,701][train][INFO] - HIT@5: 0.0055|  NDCG@5: 0.0031| HIT@10: 0.0118|  NDCG@10: 0.0051| HIT@20: 0.0246|  NDCG@20: 0.0083
[2024-03-11 21:08:13,707][train][INFO] - saving model after new best score: 0.0083
[2024-03-11 21:08:18,298][train][INFO] - epoch: 15 || adv_avg_loss: 0.4751 |cl_avg_loss: 5.1085 | tot_avg_loss: 0.9859 |
[2024-03-11 21:08:24,027][train][INFO] - ---------valid result! ----------
[2024-03-11 21:08:24,027][train][INFO] - HIT@5: 0.0051|  NDCG@5: 0.0031| HIT@10: 0.0116|  NDCG@10: 0.0051| HIT@20: 0.0248|  NDCG@20: 0.0084
[2024-03-11 21:08:24,034][train][INFO] - saving model after new best score: 0.0084
[2024-03-11 21:08:28,544][train][INFO] - epoch: 16 || adv_avg_loss: 0.4738 |cl_avg_loss: 4.9977 | tot_avg_loss: 0.9736 |
[2024-03-11 21:08:34,176][train][INFO] - ---------valid result! ----------
[2024-03-11 21:08:34,176][train][INFO] - HIT@5: 0.0052|  NDCG@5: 0.0030| HIT@10: 0.0134|  NDCG@10: 0.0056| HIT@20: 0.0259|  NDCG@20: 0.0088
[2024-03-11 21:08:34,182][train][INFO] - saving model after new best score: 0.0088
[2024-03-11 21:08:38,710][train][INFO] - epoch: 17 || adv_avg_loss: 0.4705 |cl_avg_loss: 4.9019 | tot_avg_loss: 0.9607 |
[2024-03-11 21:08:44,398][train][INFO] - ---------valid result! ----------
[2024-03-11 21:08:44,398][train][INFO] - HIT@5: 0.0055|  NDCG@5: 0.0031| HIT@10: 0.0113|  NDCG@10: 0.0050| HIT@20: 0.0258|  NDCG@20: 0.0086
[2024-03-11 21:08:44,398][train][INFO] - current early stop cnter: 1
[2024-03-11 21:08:48,824][train][INFO] - epoch: 18 || adv_avg_loss: 0.4663 |cl_avg_loss: 4.8188 | tot_avg_loss: 0.9482 |
[2024-03-11 21:08:53,792][train][INFO] - ---------valid result! ----------
[2024-03-11 21:08:53,792][train][INFO] - HIT@5: 0.0057|  NDCG@5: 0.0030| HIT@10: 0.0119|  NDCG@10: 0.0050| HIT@20: 0.0263|  NDCG@20: 0.0086
[2024-03-11 21:08:53,793][train][INFO] - current early stop cnter: 2
[2024-03-11 21:08:58,310][train][INFO] - epoch: 19 || adv_avg_loss: 0.4632 |cl_avg_loss: 4.7652 | tot_avg_loss: 0.9398 |
[2024-03-11 21:09:03,336][train][INFO] - ---------valid result! ----------
[2024-03-11 21:09:03,337][train][INFO] - HIT@5: 0.0051|  NDCG@5: 0.0026| HIT@10: 0.0120|  NDCG@10: 0.0048| HIT@20: 0.0271|  NDCG@20: 0.0086
[2024-03-11 21:09:03,337][train][INFO] - current early stop cnter: 3
[2024-03-11 21:09:07,814][train][INFO] - epoch: 20 || adv_avg_loss: 0.4607 |cl_avg_loss: 4.6732 | tot_avg_loss: 0.9280 |
[2024-03-11 21:09:12,867][train][INFO] - ---------valid result! ----------
[2024-03-11 21:09:12,868][train][INFO] - HIT@5: 0.0050|  NDCG@5: 0.0028| HIT@10: 0.0121|  NDCG@10: 0.0050| HIT@20: 0.0275|  NDCG@20: 0.0089
[2024-03-11 21:09:12,874][train][INFO] - saving model after new best score: 0.0089
[2024-03-11 21:09:17,241][train][INFO] - epoch: 21 || adv_avg_loss: 0.4566 |cl_avg_loss: 4.5848 | tot_avg_loss: 0.9151 |
[2024-03-11 21:09:22,277][train][INFO] - ---------valid result! ----------
[2024-03-11 21:09:22,277][train][INFO] - HIT@5: 0.0051|  NDCG@5: 0.0027| HIT@10: 0.0113|  NDCG@10: 0.0046| HIT@20: 0.0271|  NDCG@20: 0.0085
[2024-03-11 21:09:22,278][train][INFO] - current early stop cnter: 1
[2024-03-11 21:09:26,565][train][INFO] - epoch: 22 || adv_avg_loss: 0.4536 |cl_avg_loss: 4.5197 | tot_avg_loss: 0.9055 |
[2024-03-11 21:09:31,697][train][INFO] - ---------valid result! ----------
