[2024-03-11 18:04:15,355][train][INFO] - epoch: 0 || adv_avg_loss: 4.1216 |cl_avg_loss: 76.6625 | tot_avg_loss: 11.7879 |
[2024-03-11 18:04:21,384][train][INFO] - ---------valid result! ----------
[2024-03-11 18:04:21,384][train][INFO] - HIT@5: 0.0005|  NDCG@5: 0.0003| HIT@10: 0.0008|  NDCG@10: 0.0004| HIT@20: 0.0017|  NDCG@20: 0.0006
[2024-03-11 18:04:21,393][train][INFO] - saving model after new best score: 0.0006
[2024-03-11 18:04:25,351][train][INFO] - epoch: 1 || adv_avg_loss: 3.2569 |cl_avg_loss: 32.5661 | tot_avg_loss: 6.5135 |
[2024-03-11 18:04:31,462][train][INFO] - ---------valid result! ----------
[2024-03-11 18:04:31,462][train][INFO] - HIT@5: 0.0002|  NDCG@5: 0.0001| HIT@10: 0.0007|  NDCG@10: 0.0003| HIT@20: 0.0017|  NDCG@20: 0.0005
[2024-03-11 18:04:31,462][train][INFO] - current early stop cnter: 1
[2024-03-11 18:04:35,487][train][INFO] - epoch: 2 || adv_avg_loss: 2.4869 |cl_avg_loss: 19.8695 | tot_avg_loss: 4.4739 |
[2024-03-11 18:04:41,680][train][INFO] - ---------valid result! ----------
[2024-03-11 18:04:41,680][train][INFO] - HIT@5: 0.0005|  NDCG@5: 0.0003| HIT@10: 0.0009|  NDCG@10: 0.0004| HIT@20: 0.0016|  NDCG@20: 0.0006
[2024-03-11 18:04:41,688][train][INFO] - saving model after new best score: 0.0006
[2024-03-11 18:04:45,623][train][INFO] - epoch: 3 || adv_avg_loss: 1.9259 |cl_avg_loss: 13.5400 | tot_avg_loss: 3.2799 |
[2024-03-11 18:04:51,556][train][INFO] - ---------valid result! ----------
[2024-03-11 18:04:51,556][train][INFO] - HIT@5: 0.0004|  NDCG@5: 0.0002| HIT@10: 0.0010|  NDCG@10: 0.0004| HIT@20: 0.0021|  NDCG@20: 0.0007
[2024-03-11 18:04:51,566][train][INFO] - saving model after new best score: 0.0007
[2024-03-11 18:04:55,491][train][INFO] - epoch: 4 || adv_avg_loss: 1.5418 |cl_avg_loss: 10.2881 | tot_avg_loss: 2.5707 |
[2024-03-11 18:05:01,590][train][INFO] - ---------valid result! ----------
[2024-03-11 18:05:01,590][train][INFO] - HIT@5: 0.0008|  NDCG@5: 0.0004| HIT@10: 0.0013|  NDCG@10: 0.0006| HIT@20: 0.0025|  NDCG@20: 0.0009
