[2024-03-11 19:17:00,802][train][INFO] - epoch: 0 || adv_avg_loss: 0.6361 |cl_avg_loss: 113.0159 | tot_avg_loss: 0.6361 |
[2024-03-11 19:17:06,533][train][INFO] - ---------valid result! ----------
[2024-03-11 19:17:06,533][train][INFO] - HIT@5: 0.0050|  NDCG@5: 0.0027| HIT@10: 0.0124|  NDCG@10: 0.0050| HIT@20: 0.0254|  NDCG@20: 0.0083
[2024-03-11 19:17:06,541][train][INFO] - saving model after new best score: 0.0083
[2024-03-11 19:17:09,655][train][INFO] - epoch: 1 || adv_avg_loss: 0.5003 |cl_avg_loss: 100.2891 | tot_avg_loss: 0.5003 |
[2024-03-11 19:17:15,290][train][INFO] - ---------valid result! ----------
[2024-03-11 19:17:15,290][train][INFO] - HIT@5: 0.0072|  NDCG@5: 0.0040| HIT@10: 0.0144|  NDCG@10: 0.0063| HIT@20: 0.0302|  NDCG@20: 0.0102
[2024-03-11 19:17:15,298][train][INFO] - saving model after new best score: 0.0102
[2024-03-11 19:17:18,366][train][INFO] - epoch: 2 || adv_avg_loss: 0.4568 |cl_avg_loss: 146.0060 | tot_avg_loss: 0.4568 |
[2024-03-11 19:17:24,022][train][INFO] - ---------valid result! ----------
[2024-03-11 19:17:24,023][train][INFO] - HIT@5: 0.0063|  NDCG@5: 0.0035| HIT@10: 0.0142|  NDCG@10: 0.0060| HIT@20: 0.0349|  NDCG@20: 0.0112
[2024-03-11 19:17:24,030][train][INFO] - saving model after new best score: 0.0112
[2024-03-11 19:17:27,115][train][INFO] - epoch: 3 || adv_avg_loss: 0.4172 |cl_avg_loss: 204.3181 | tot_avg_loss: 0.4172 |
[2024-03-11 19:17:32,884][train][INFO] - ---------valid result! ----------
[2024-03-11 19:17:32,884][train][INFO] - HIT@5: 0.0067|  NDCG@5: 0.0037| HIT@10: 0.0161|  NDCG@10: 0.0067| HIT@20: 0.0386|  NDCG@20: 0.0123
[2024-03-11 19:17:32,892][train][INFO] - saving model after new best score: 0.0123
[2024-03-11 19:17:35,972][train][INFO] - epoch: 4 || adv_avg_loss: 0.3783 |cl_avg_loss: 254.4666 | tot_avg_loss: 0.3783 |
[2024-03-11 19:17:41,757][train][INFO] - ---------valid result! ----------
[2024-03-11 19:17:41,757][train][INFO] - HIT@5: 0.0086|  NDCG@5: 0.0045| HIT@10: 0.0197|  NDCG@10: 0.0081| HIT@20: 0.0455|  NDCG@20: 0.0145
[2024-03-11 19:17:41,765][train][INFO] - saving model after new best score: 0.0145
[2024-03-11 19:17:44,872][train][INFO] - epoch: 5 || adv_avg_loss: 0.3484 |cl_avg_loss: 298.8555 | tot_avg_loss: 0.3484 |
[2024-03-11 19:17:50,603][train][INFO] - ---------valid result! ----------
[2024-03-11 19:17:50,603][train][INFO] - HIT@5: 0.0093|  NDCG@5: 0.0051| HIT@10: 0.0221|  NDCG@10: 0.0092| HIT@20: 0.0516|  NDCG@20: 0.0165
[2024-03-11 19:17:50,611][train][INFO] - saving model after new best score: 0.0165
[2024-03-11 19:17:53,713][train][INFO] - epoch: 6 || adv_avg_loss: 0.3181 |cl_avg_loss: 339.9134 | tot_avg_loss: 0.3181 |
[2024-03-11 19:17:59,541][train][INFO] - ---------valid result! ----------
[2024-03-11 19:17:59,541][train][INFO] - HIT@5: 0.0110|  NDCG@5: 0.0061| HIT@10: 0.0264|  NDCG@10: 0.0110| HIT@20: 0.0592|  NDCG@20: 0.0192
[2024-03-11 19:17:59,550][train][INFO] - saving model after new best score: 0.0192
[2024-03-11 19:18:02,639][train][INFO] - epoch: 7 || adv_avg_loss: 0.2927 |cl_avg_loss: 384.1345 | tot_avg_loss: 0.2927 |
[2024-03-11 19:18:08,507][train][INFO] - ---------valid result! ----------
[2024-03-11 19:18:08,507][train][INFO] - HIT@5: 0.0119|  NDCG@5: 0.0067| HIT@10: 0.0282|  NDCG@10: 0.0119| HIT@20: 0.0673|  NDCG@20: 0.0216
[2024-03-11 19:18:08,515][train][INFO] - saving model after new best score: 0.0216
[2024-03-11 19:18:11,601][train][INFO] - epoch: 8 || adv_avg_loss: 0.2686 |cl_avg_loss: 418.1750 | tot_avg_loss: 0.2686 |
[2024-03-11 19:18:17,453][train][INFO] - ---------valid result! ----------
[2024-03-11 19:18:17,454][train][INFO] - HIT@5: 0.0140|  NDCG@5: 0.0078| HIT@10: 0.0325|  NDCG@10: 0.0136| HIT@20: 0.0728|  NDCG@20: 0.0237
[2024-03-11 19:18:17,461][train][INFO] - saving model after new best score: 0.0237
[2024-03-11 19:18:20,579][train][INFO] - epoch: 9 || adv_avg_loss: 0.2493 |cl_avg_loss: 459.9895 | tot_avg_loss: 0.2493 |
[2024-03-11 19:18:26,434][train][INFO] - ---------valid result! ----------
[2024-03-11 19:18:26,435][train][INFO] - HIT@5: 0.0130|  NDCG@5: 0.0072| HIT@10: 0.0316|  NDCG@10: 0.0131| HIT@20: 0.0738|  NDCG@20: 0.0236
[2024-03-11 19:18:26,435][train][INFO] - current early stop cnter: 1
[2024-03-11 19:18:29,532][train][INFO] - epoch: 10 || adv_avg_loss: 0.2332 |cl_avg_loss: 503.0026 | tot_avg_loss: 0.2332 |
[2024-03-11 19:18:35,353][train][INFO] - ---------valid result! ----------
[2024-03-11 19:18:35,353][train][INFO] - HIT@5: 0.0144|  NDCG@5: 0.0078| HIT@10: 0.0334|  NDCG@10: 0.0138| HIT@20: 0.0775|  NDCG@20: 0.0248
[2024-03-11 19:18:35,361][train][INFO] - saving model after new best score: 0.0248
[2024-03-11 19:18:38,508][train][INFO] - epoch: 11 || adv_avg_loss: 0.2170 |cl_avg_loss: 535.0008 | tot_avg_loss: 0.2170 |
[2024-03-11 19:18:44,349][train][INFO] - ---------valid result! ----------
[2024-03-11 19:18:44,349][train][INFO] - HIT@5: 0.0160|  NDCG@5: 0.0089| HIT@10: 0.0356|  NDCG@10: 0.0151| HIT@20: 0.0847|  NDCG@20: 0.0274
[2024-03-11 19:18:44,358][train][INFO] - saving model after new best score: 0.0274
[2024-03-11 19:18:47,475][train][INFO] - epoch: 12 || adv_avg_loss: 0.2036 |cl_avg_loss: 563.4285 | tot_avg_loss: 0.2036 |
[2024-03-11 19:18:53,288][train][INFO] - ---------valid result! ----------
