[2024-03-11 21:23:50,550][train][INFO] - epoch: 0 || adv_avg_loss: 0.6589 |cl_avg_loss: 45.6068 | tot_avg_loss: 5.2195 |
[2024-03-11 21:23:55,703][train][INFO] - ---------valid result! ----------
[2024-03-11 21:23:55,703][train][INFO] - HIT@5: 0.0017|  NDCG@5: 0.0010| HIT@10: 0.0034|  NDCG@10: 0.0015| HIT@20: 0.0064|  NDCG@20: 0.0023
[2024-03-11 21:23:55,709][train][INFO] - saving model after new best score: 0.0023
[2024-03-11 21:23:59,605][train][INFO] - epoch: 1 || adv_avg_loss: 0.5935 |cl_avg_loss: 21.7379 | tot_avg_loss: 2.7673 |
[2024-03-11 21:24:04,627][train][INFO] - ---------valid result! ----------
[2024-03-11 21:24:04,627][train][INFO] - HIT@5: 0.0013|  NDCG@5: 0.0007| HIT@10: 0.0031|  NDCG@10: 0.0013| HIT@20: 0.0066|  NDCG@20: 0.0021
[2024-03-11 21:24:04,627][train][INFO] - current early stop cnter: 1
[2024-03-11 21:24:08,527][train][INFO] - epoch: 2 || adv_avg_loss: 0.5645 |cl_avg_loss: 14.9756 | tot_avg_loss: 2.0620 |
[2024-03-11 21:24:13,602][train][INFO] - ---------valid result! ----------
[2024-03-11 21:24:13,602][train][INFO] - HIT@5: 0.0026|  NDCG@5: 0.0017| HIT@10: 0.0049|  NDCG@10: 0.0024| HIT@20: 0.0089|  NDCG@20: 0.0034
[2024-03-11 21:24:13,609][train][INFO] - saving model after new best score: 0.0034
[2024-03-11 21:24:17,494][train][INFO] - epoch: 3 || adv_avg_loss: 0.5445 |cl_avg_loss: 11.1449 | tot_avg_loss: 1.6590 |
[2024-03-11 21:24:22,388][train][INFO] - ---------valid result! ----------
[2024-03-11 21:24:22,388][train][INFO] - HIT@5: 0.0031|  NDCG@5: 0.0018| HIT@10: 0.0059|  NDCG@10: 0.0027| HIT@20: 0.0118|  NDCG@20: 0.0042
[2024-03-11 21:24:22,394][train][INFO] - saving model after new best score: 0.0042
[2024-03-11 21:24:26,275][train][INFO] - epoch: 4 || adv_avg_loss: 0.5319 |cl_avg_loss: 8.9943 | tot_avg_loss: 1.4313 |
[2024-03-11 21:24:31,252][train][INFO] - ---------valid result! ----------
[2024-03-11 21:24:31,252][train][INFO] - HIT@5: 0.0035|  NDCG@5: 0.0019| HIT@10: 0.0076|  NDCG@10: 0.0032| HIT@20: 0.0155|  NDCG@20: 0.0052
[2024-03-11 21:24:31,258][train][INFO] - saving model after new best score: 0.0052
[2024-03-11 21:24:35,137][train][INFO] - epoch: 5 || adv_avg_loss: 0.5215 |cl_avg_loss: 7.8260 | tot_avg_loss: 1.3041 |
[2024-03-11 21:24:39,975][train][INFO] - ---------valid result! ----------
[2024-03-11 21:24:39,975][train][INFO] - HIT@5: 0.0042|  NDCG@5: 0.0025| HIT@10: 0.0081|  NDCG@10: 0.0038| HIT@20: 0.0162|  NDCG@20: 0.0058
[2024-03-11 21:24:39,981][train][INFO] - saving model after new best score: 0.0058
[2024-03-11 21:24:43,912][train][INFO] - epoch: 6 || adv_avg_loss: 0.5140 |cl_avg_loss: 7.2002 | tot_avg_loss: 1.2340 |
[2024-03-11 21:24:48,800][train][INFO] - ---------valid result! ----------
[2024-03-11 21:24:48,800][train][INFO] - HIT@5: 0.0049|  NDCG@5: 0.0028| HIT@10: 0.0102|  NDCG@10: 0.0045| HIT@20: 0.0199|  NDCG@20: 0.0069
[2024-03-11 21:24:48,806][train][INFO] - saving model after new best score: 0.0069
[2024-03-11 21:24:52,686][train][INFO] - epoch: 7 || adv_avg_loss: 0.5068 |cl_avg_loss: 6.7515 | tot_avg_loss: 1.1819 |
[2024-03-11 21:24:57,467][train][INFO] - ---------valid result! ----------
[2024-03-11 21:24:57,467][train][INFO] - HIT@5: 0.0043|  NDCG@5: 0.0023| HIT@10: 0.0108|  NDCG@10: 0.0044| HIT@20: 0.0210|  NDCG@20: 0.0070
[2024-03-11 21:24:57,473][train][INFO] - saving model after new best score: 0.0070
[2024-03-11 21:25:01,355][train][INFO] - epoch: 8 || adv_avg_loss: 0.5006 |cl_avg_loss: 6.4184 | tot_avg_loss: 1.1424 |
[2024-03-11 21:25:06,118][train][INFO] - ---------valid result! ----------
[2024-03-11 21:25:06,118][train][INFO] - HIT@5: 0.0052|  NDCG@5: 0.0032| HIT@10: 0.0116|  NDCG@10: 0.0052| HIT@20: 0.0211|  NDCG@20: 0.0076
[2024-03-11 21:25:06,124][train][INFO] - saving model after new best score: 0.0076
[2024-03-11 21:25:09,999][train][INFO] - epoch: 9 || adv_avg_loss: 0.4956 |cl_avg_loss: 6.1230 | tot_avg_loss: 1.1079 |
[2024-03-11 21:25:14,687][train][INFO] - ---------valid result! ----------
[2024-03-11 21:25:14,687][train][INFO] - HIT@5: 0.0059|  NDCG@5: 0.0032| HIT@10: 0.0120|  NDCG@10: 0.0052| HIT@20: 0.0218|  NDCG@20: 0.0076
[2024-03-11 21:25:14,694][train][INFO] - saving model after new best score: 0.0076
[2024-03-11 21:25:18,601][train][INFO] - epoch: 10 || adv_avg_loss: 0.4929 |cl_avg_loss: 5.9127 | tot_avg_loss: 1.0842 |
[2024-03-11 21:25:23,423][train][INFO] - ---------valid result! ----------
[2024-03-11 21:25:23,423][train][INFO] - HIT@5: 0.0055|  NDCG@5: 0.0030| HIT@10: 0.0118|  NDCG@10: 0.0050| HIT@20: 0.0230|  NDCG@20: 0.0078
[2024-03-11 21:25:23,430][train][INFO] - saving model after new best score: 0.0078
[2024-03-11 21:25:27,312][train][INFO] - epoch: 11 || adv_avg_loss: 0.4867 |cl_avg_loss: 5.6488 | tot_avg_loss: 1.0516 |
[2024-03-11 21:25:31,931][train][INFO] - ---------valid result! ----------
[2024-03-11 21:25:31,931][train][INFO] - HIT@5: 0.0058|  NDCG@5: 0.0033| HIT@10: 0.0123|  NDCG@10: 0.0054| HIT@20: 0.0227|  NDCG@20: 0.0080
[2024-03-11 21:25:31,939][train][INFO] - saving model after new best score: 0.0080
[2024-03-11 21:25:35,845][train][INFO] - epoch: 12 || adv_avg_loss: 0.4848 |cl_avg_loss: 5.5191 | tot_avg_loss: 1.0367 |
[2024-03-11 21:25:40,469][train][INFO] - ---------valid result! ----------
[2024-03-11 21:25:40,469][train][INFO] - HIT@5: 0.0057|  NDCG@5: 0.0033| HIT@10: 0.0117|  NDCG@10: 0.0052| HIT@20: 0.0230|  NDCG@20: 0.0081
[2024-03-11 21:25:40,476][train][INFO] - saving model after new best score: 0.0081
[2024-03-11 21:25:44,354][train][INFO] - epoch: 13 || adv_avg_loss: 0.4838 |cl_avg_loss: 5.3655 | tot_avg_loss: 1.0203 |
[2024-03-11 21:25:49,039][train][INFO] - ---------valid result! ----------
[2024-03-11 21:25:49,039][train][INFO] - HIT@5: 0.0059|  NDCG@5: 0.0032| HIT@10: 0.0119|  NDCG@10: 0.0051| HIT@20: 0.0235|  NDCG@20: 0.0080
[2024-03-11 21:25:49,039][train][INFO] - current early stop cnter: 1
[2024-03-11 21:25:52,943][train][INFO] - epoch: 14 || adv_avg_loss: 0.4799 |cl_avg_loss: 5.2048 | tot_avg_loss: 1.0004 |
[2024-03-11 21:25:57,690][train][INFO] - ---------valid result! ----------
[2024-03-11 21:25:57,691][train][INFO] - HIT@5: 0.0060|  NDCG@5: 0.0035| HIT@10: 0.0123|  NDCG@10: 0.0055| HIT@20: 0.0241|  NDCG@20: 0.0084
[2024-03-11 21:25:57,697][train][INFO] - saving model after new best score: 0.0084
[2024-03-11 21:26:01,574][train][INFO] - epoch: 15 || adv_avg_loss: 0.4766 |cl_avg_loss: 5.1201 | tot_avg_loss: 0.9886 |
[2024-03-11 21:26:06,334][train][INFO] - ---------valid result! ----------
[2024-03-11 21:26:06,334][train][INFO] - HIT@5: 0.0066|  NDCG@5: 0.0037| HIT@10: 0.0127|  NDCG@10: 0.0057| HIT@20: 0.0242|  NDCG@20: 0.0086
[2024-03-11 21:26:06,340][train][INFO] - saving model after new best score: 0.0086
[2024-03-11 21:26:10,217][train][INFO] - epoch: 16 || adv_avg_loss: 0.4740 |cl_avg_loss: 5.0493 | tot_avg_loss: 0.9789 |
[2024-03-11 21:26:14,917][train][INFO] - ---------valid result! ----------
[2024-03-11 21:26:14,917][train][INFO] - HIT@5: 0.0065|  NDCG@5: 0.0037| HIT@10: 0.0127|  NDCG@10: 0.0057| HIT@20: 0.0250|  NDCG@20: 0.0087
[2024-03-11 21:26:14,923][train][INFO] - saving model after new best score: 0.0087
[2024-03-11 21:26:18,802][train][INFO] - epoch: 17 || adv_avg_loss: 0.4707 |cl_avg_loss: 4.9408 | tot_avg_loss: 0.9648 |
[2024-03-11 21:26:23,500][train][INFO] - ---------valid result! ----------
[2024-03-11 21:26:23,500][train][INFO] - HIT@5: 0.0072|  NDCG@5: 0.0043| HIT@10: 0.0137|  NDCG@10: 0.0063| HIT@20: 0.0256|  NDCG@20: 0.0093
[2024-03-11 21:26:23,506][train][INFO] - saving model after new best score: 0.0093
[2024-03-11 21:26:27,445][train][INFO] - epoch: 18 || adv_avg_loss: 0.4669 |cl_avg_loss: 4.8394 | tot_avg_loss: 0.9508 |
[2024-03-11 21:26:32,208][train][INFO] - ---------valid result! ----------
[2024-03-11 21:26:32,208][train][INFO] - HIT@5: 0.0068|  NDCG@5: 0.0038| HIT@10: 0.0135|  NDCG@10: 0.0060| HIT@20: 0.0256|  NDCG@20: 0.0090
[2024-03-11 21:26:32,208][train][INFO] - current early stop cnter: 1
[2024-03-11 21:26:36,091][train][INFO] - epoch: 19 || adv_avg_loss: 0.4641 |cl_avg_loss: 4.7611 | tot_avg_loss: 0.9402 |
[2024-03-11 21:26:40,822][train][INFO] - ---------valid result! ----------
[2024-03-11 21:26:40,822][train][INFO] - HIT@5: 0.0060|  NDCG@5: 0.0033| HIT@10: 0.0124|  NDCG@10: 0.0054| HIT@20: 0.0261|  NDCG@20: 0.0088
[2024-03-11 21:26:40,822][train][INFO] - current early stop cnter: 2
[2024-03-11 21:26:44,696][train][INFO] - epoch: 20 || adv_avg_loss: 0.4608 |cl_avg_loss: 4.6924 | tot_avg_loss: 0.9301 |
[2024-03-11 21:26:49,333][train][INFO] - ---------valid result! ----------
[2024-03-11 21:26:49,333][train][INFO] - HIT@5: 0.0066|  NDCG@5: 0.0038| HIT@10: 0.0135|  NDCG@10: 0.0060| HIT@20: 0.0266|  NDCG@20: 0.0092
[2024-03-11 21:26:49,333][train][INFO] - current early stop cnter: 3
