[2024-03-12 00:31:58,341][train][INFO] - epoch: 0 || adv_avg_loss: 0.6594 |cl_avg_loss: 45.8594 | tot_avg_loss: 5.2454 |
[2024-03-12 00:32:03,847][train][INFO] - ---------valid result! ----------
[2024-03-12 00:32:03,847][train][INFO] - HIT@5: 0.0012|  NDCG@5: 0.0007| HIT@10: 0.0023|  NDCG@10: 0.0011| HIT@20: 0.0041|  NDCG@20: 0.0015
[2024-03-12 00:32:03,853][train][INFO] - saving model after new best score: 0.0015
[2024-03-12 00:32:07,796][train][INFO] - epoch: 1 || adv_avg_loss: 0.5957 |cl_avg_loss: 21.7546 | tot_avg_loss: 2.7712 |
[2024-03-12 00:32:13,498][train][INFO] - ---------valid result! ----------
[2024-03-12 00:32:13,498][train][INFO] - HIT@5: 0.0025|  NDCG@5: 0.0016| HIT@10: 0.0047|  NDCG@10: 0.0023| HIT@20: 0.0093|  NDCG@20: 0.0034
[2024-03-12 00:32:13,504][train][INFO] - saving model after new best score: 0.0034
[2024-03-12 00:32:17,423][train][INFO] - epoch: 2 || adv_avg_loss: 0.5658 |cl_avg_loss: 15.0646 | tot_avg_loss: 2.0722 |
[2024-03-12 00:32:23,315][train][INFO] - ---------valid result! ----------
[2024-03-12 00:32:23,315][train][INFO] - HIT@5: 0.0035|  NDCG@5: 0.0020| HIT@10: 0.0076|  NDCG@10: 0.0033| HIT@20: 0.0145|  NDCG@20: 0.0050
[2024-03-12 00:32:23,321][train][INFO] - saving model after new best score: 0.0050
[2024-03-12 00:32:27,220][train][INFO] - epoch: 3 || adv_avg_loss: 0.5452 |cl_avg_loss: 11.1744 | tot_avg_loss: 1.6626 |
[2024-03-12 00:32:32,572][train][INFO] - ---------valid result! ----------
[2024-03-12 00:32:32,572][train][INFO] - HIT@5: 0.0038|  NDCG@5: 0.0022| HIT@10: 0.0086|  NDCG@10: 0.0037| HIT@20: 0.0185|  NDCG@20: 0.0062
[2024-03-12 00:32:32,578][train][INFO] - saving model after new best score: 0.0062
[2024-03-12 00:32:36,484][train][INFO] - epoch: 4 || adv_avg_loss: 0.5326 |cl_avg_loss: 9.1183 | tot_avg_loss: 1.4445 |
[2024-03-12 00:32:41,981][train][INFO] - ---------valid result! ----------
[2024-03-12 00:32:41,981][train][INFO] - HIT@5: 0.0055|  NDCG@5: 0.0031| HIT@10: 0.0115|  NDCG@10: 0.0050| HIT@20: 0.0228|  NDCG@20: 0.0078
[2024-03-12 00:32:41,987][train][INFO] - saving model after new best score: 0.0078
[2024-03-12 00:32:45,904][train][INFO] - epoch: 5 || adv_avg_loss: 0.5200 |cl_avg_loss: 7.9749 | tot_avg_loss: 1.3175 |
[2024-03-12 00:32:51,310][train][INFO] - ---------valid result! ----------
[2024-03-12 00:32:51,311][train][INFO] - HIT@5: 0.0039|  NDCG@5: 0.0022| HIT@10: 0.0107|  NDCG@10: 0.0044| HIT@20: 0.0232|  NDCG@20: 0.0075
[2024-03-12 00:32:51,311][train][INFO] - current early stop cnter: 1
[2024-03-12 00:32:55,263][train][INFO] - epoch: 6 || adv_avg_loss: 0.5117 |cl_avg_loss: 7.2736 | tot_avg_loss: 1.2390 |
[2024-03-12 00:33:00,778][train][INFO] - ---------valid result! ----------
