[2024-03-11 18:36:27,743][train][INFO] - epoch: 0 || adv_avg_loss: 4.2555 |cl_avg_loss: 130.5753 | tot_avg_loss: 4.2555 |
[2024-03-11 18:36:33,952][train][INFO] - ---------valid result! ----------
[2024-03-11 18:36:33,952][train][INFO] - HIT@5: 0.0004|  NDCG@5: 0.0002| HIT@10: 0.0009|  NDCG@10: 0.0004| HIT@20: 0.0016|  NDCG@20: 0.0006
[2024-03-11 18:36:33,960][train][INFO] - saving model after new best score: 0.0006
[2024-03-11 18:36:37,035][train][INFO] - epoch: 1 || adv_avg_loss: 3.3436 |cl_avg_loss: 71.0366 | tot_avg_loss: 3.3436 |
[2024-03-11 18:36:43,252][train][INFO] - ---------valid result! ----------
[2024-03-11 18:36:43,252][train][INFO] - HIT@5: 0.0001|  NDCG@5: 0.0001| HIT@10: 0.0006|  NDCG@10: 0.0002| HIT@20: 0.0017|  NDCG@20: 0.0005
[2024-03-11 18:36:43,253][train][INFO] - current early stop cnter: 1
[2024-03-11 18:36:46,278][train][INFO] - epoch: 2 || adv_avg_loss: 2.5914 |cl_avg_loss: 51.0485 | tot_avg_loss: 2.5914 |
[2024-03-11 18:36:52,342][train][INFO] - ---------valid result! ----------
[2024-03-11 18:36:52,343][train][INFO] - HIT@5: 0.0004|  NDCG@5: 0.0003| HIT@10: 0.0007|  NDCG@10: 0.0003| HIT@20: 0.0018|  NDCG@20: 0.0006
[2024-03-11 18:36:52,351][train][INFO] - saving model after new best score: 0.0006
[2024-03-11 18:36:55,402][train][INFO] - epoch: 3 || adv_avg_loss: 2.0416 |cl_avg_loss: 35.8689 | tot_avg_loss: 2.0416 |
[2024-03-11 18:37:01,286][train][INFO] - ---------valid result! ----------
[2024-03-11 18:37:01,286][train][INFO] - HIT@5: 0.0006|  NDCG@5: 0.0003| HIT@10: 0.0008|  NDCG@10: 0.0004| HIT@20: 0.0022|  NDCG@20: 0.0008
[2024-03-11 18:37:01,294][train][INFO] - saving model after new best score: 0.0008
[2024-03-11 18:37:04,347][train][INFO] - epoch: 4 || adv_avg_loss: 1.6069 |cl_avg_loss: 24.6818 | tot_avg_loss: 1.6069 |
[2024-03-11 18:37:10,414][train][INFO] - ---------valid result! ----------
[2024-03-11 18:37:10,415][train][INFO] - HIT@5: 0.0005|  NDCG@5: 0.0003| HIT@10: 0.0010|  NDCG@10: 0.0005| HIT@20: 0.0021|  NDCG@20: 0.0007
[2024-03-11 18:37:10,416][train][INFO] - current early stop cnter: 1
[2024-03-11 18:37:13,497][train][INFO] - epoch: 5 || adv_avg_loss: 1.2420 |cl_avg_loss: 16.2153 | tot_avg_loss: 1.2420 |
[2024-03-11 18:37:19,611][train][INFO] - ---------valid result! ----------
[2024-03-11 18:37:19,611][train][INFO] - HIT@5: 0.0005|  NDCG@5: 0.0003| HIT@10: 0.0014|  NDCG@10: 0.0006| HIT@20: 0.0025|  NDCG@20: 0.0008
[2024-03-11 18:37:19,620][train][INFO] - saving model after new best score: 0.0008
[2024-03-11 18:37:22,703][train][INFO] - epoch: 6 || adv_avg_loss: 1.0126 |cl_avg_loss: 11.3538 | tot_avg_loss: 1.0126 |
[2024-03-11 18:37:28,675][train][INFO] - ---------valid result! ----------
[2024-03-11 18:37:28,675][train][INFO] - HIT@5: 0.0011|  NDCG@5: 0.0006| HIT@10: 0.0020|  NDCG@10: 0.0009| HIT@20: 0.0033|  NDCG@20: 0.0012
[2024-03-11 18:37:28,683][train][INFO] - saving model after new best score: 0.0012
[2024-03-11 18:37:31,745][train][INFO] - epoch: 7 || adv_avg_loss: 0.9018 |cl_avg_loss: 8.9005 | tot_avg_loss: 0.9018 |
[2024-03-11 18:37:37,948][train][INFO] - ---------valid result! ----------
[2024-03-11 18:37:37,948][train][INFO] - HIT@5: 0.0011|  NDCG@5: 0.0007| HIT@10: 0.0019|  NDCG@10: 0.0010| HIT@20: 0.0038|  NDCG@20: 0.0014
[2024-03-11 18:37:37,956][train][INFO] - saving model after new best score: 0.0014
[2024-03-11 18:37:41,017][train][INFO] - epoch: 8 || adv_avg_loss: 0.8318 |cl_avg_loss: 7.8593 | tot_avg_loss: 0.8318 |
[2024-03-11 18:37:46,986][train][INFO] - ---------valid result! ----------
[2024-03-11 18:37:46,986][train][INFO] - HIT@5: 0.0011|  NDCG@5: 0.0007| HIT@10: 0.0025|  NDCG@10: 0.0011| HIT@20: 0.0051|  NDCG@20: 0.0018
[2024-03-11 18:37:46,996][train][INFO] - saving model after new best score: 0.0018
[2024-03-11 18:37:50,069][train][INFO] - epoch: 9 || adv_avg_loss: 0.7935 |cl_avg_loss: 7.3108 | tot_avg_loss: 0.7935 |
[2024-03-11 18:37:56,157][train][INFO] - ---------valid result! ----------
[2024-03-11 18:37:56,157][train][INFO] - HIT@5: 0.0013|  NDCG@5: 0.0008| HIT@10: 0.0030|  NDCG@10: 0.0013| HIT@20: 0.0052|  NDCG@20: 0.0019
[2024-03-11 18:37:56,165][train][INFO] - saving model after new best score: 0.0019
