[2024-03-11 21:46:31,402][train][INFO] - epoch: 0 || adv_avg_loss: 0.6575 |cl_avg_loss: 44.8763 | tot_avg_loss: 5.1451 |
[2024-03-11 21:46:36,389][train][INFO] - ---------valid result! ----------
[2024-03-11 21:46:36,389][train][INFO] - HIT@5: 0.0016|  NDCG@5: 0.0009| HIT@10: 0.0037|  NDCG@10: 0.0015| HIT@20: 0.0070|  NDCG@20: 0.0024
[2024-03-11 21:46:36,397][train][INFO] - saving model after new best score: 0.0024
[2024-03-11 21:46:40,375][train][INFO] - epoch: 1 || adv_avg_loss: 0.5921 |cl_avg_loss: 21.6576 | tot_avg_loss: 2.7578 |
[2024-03-11 21:46:45,134][train][INFO] - ---------valid result! ----------
[2024-03-11 21:46:45,134][train][INFO] - HIT@5: 0.0036|  NDCG@5: 0.0020| HIT@10: 0.0062|  NDCG@10: 0.0028| HIT@20: 0.0124|  NDCG@20: 0.0044
[2024-03-11 21:46:45,140][train][INFO] - saving model after new best score: 0.0044
[2024-03-11 21:46:49,130][train][INFO] - epoch: 2 || adv_avg_loss: 0.5635 |cl_avg_loss: 15.0428 | tot_avg_loss: 2.0678 |
[2024-03-11 21:46:53,713][train][INFO] - ---------valid result! ----------
[2024-03-11 21:46:53,713][train][INFO] - HIT@5: 0.0025|  NDCG@5: 0.0014| HIT@10: 0.0056|  NDCG@10: 0.0024| HIT@20: 0.0122|  NDCG@20: 0.0040
[2024-03-11 21:46:53,713][train][INFO] - current early stop cnter: 1
[2024-03-11 21:46:57,677][train][INFO] - epoch: 3 || adv_avg_loss: 0.5446 |cl_avg_loss: 11.1841 | tot_avg_loss: 1.6630 |
[2024-03-11 21:47:02,322][train][INFO] - ---------valid result! ----------
[2024-03-11 21:47:02,322][train][INFO] - HIT@5: 0.0030|  NDCG@5: 0.0016| HIT@10: 0.0062|  NDCG@10: 0.0027| HIT@20: 0.0131|  NDCG@20: 0.0043
[2024-03-11 21:47:02,322][train][INFO] - current early stop cnter: 2
[2024-03-11 21:47:06,282][train][INFO] - epoch: 4 || adv_avg_loss: 0.5304 |cl_avg_loss: 9.0652 | tot_avg_loss: 1.4370 |
[2024-03-11 21:47:10,917][train][INFO] - ---------valid result! ----------
[2024-03-11 21:47:10,917][train][INFO] - HIT@5: 0.0044|  NDCG@5: 0.0026| HIT@10: 0.0085|  NDCG@10: 0.0039| HIT@20: 0.0157|  NDCG@20: 0.0057
[2024-03-11 21:47:10,923][train][INFO] - saving model after new best score: 0.0057
[2024-03-11 21:47:14,876][train][INFO] - epoch: 5 || adv_avg_loss: 0.5202 |cl_avg_loss: 7.9389 | tot_avg_loss: 1.3141 |
[2024-03-11 21:47:19,573][train][INFO] - ---------valid result! ----------
[2024-03-11 21:47:19,573][train][INFO] - HIT@5: 0.0052|  NDCG@5: 0.0033| HIT@10: 0.0093|  NDCG@10: 0.0046| HIT@20: 0.0168|  NDCG@20: 0.0065
[2024-03-11 21:47:19,580][train][INFO] - saving model after new best score: 0.0065
